"Date","RateFactor1","ConfFactor1","ConfFactor2","ConfFactor3"
2002-01-03,0.805551646593176,1.98461029032208,-2.01314653961211,-0.765203662560012
2002-02-07,0.816127851435132,0.803177988283578,0.588935684871948,1.71405178224416
2002-03-07,-0.107033854369197,0.502154626251721,-0.819328216708419,0.754432196837238
2002-04-04,0.0339109104762288,-0.944470280852225,-1.10022771194845,-1.08779176931884
2002-05-02,0.582897904663786,2.3892315114042,4.82102075630805,1.45171942120901
2002-06-06,-1.8474294080088,1.18078410988654,2.64614440341152,-1.23933203376351
2002-07-04,-0.514872788488059,-0.0840226606360929,-1.25521233934857,0.356154423164495
2002-08-01,0.744594325636568,NA,NA,NA
2002-09-12,-0.51723403779932,-2.19191394532168,-2.97015258226272,-0.96637210552082
2002-10-10,2.92381652481265,1.14602273842402,2.5955453801268,0.0781636916756826
2002-11-07,8.01489963756224,-2.19962946239427,-0.725923256390033,-0.149847360033869
2002-12-05,-5.59766076402772,-0.709115417170177,0.550620306366992,1.59388906442255
2003-01-09,0.0377475129924216,1.78240371745538,0.168750159325832,0.776774744045366
2003-02-06,2.25460933519313,0.888766955680456,0.392207826749626,-0.124496649698456
2003-03-06,8.19589341937082,0.645049600655178,-3.30058824285239,0.912808911398724
2003-04-03,2.1394023327416,1.11363237364264,-1.00780946097004,0.489288823070276
2003-05-08,0.766979385944245,2.17725068798327,3.35860593821623,1.12012344351256
2003-06-05,-5.04819100819151,2.17833596192192,-8.52259990968616,-2.01652499317781
2003-07-10,0.00224227312000482,1.11185490806191,-0.732731313458314,0.105347638811237
2003-07-31,0.167880544330346,NA,NA,NA
2003-09-04,-0.164526974987542,1.14444479503312,-3.09639097211924,0.51839155238606
2003-10-02,0.408256965942252,0.271904039547423,4.17044676212746,0.135046524036576
2003-11-06,-0.592711724130369,0.477143222832422,0.383199530441333,1.14509065391434
2003-12-04,-0.363083792850606,0.53377331226403,-3.56187542316826,-0.730116457452976
2004-01-08,0.417618721791643,-0.110237531376908,-1.49503590100044,-0.498807808174931
2004-02-05,-0.108054730225757,-0.520400166336614,-1.7414609484883,-1.28076573683831
2004-03-04,1.94121126598028,1.46737779739088,1.25863918144651,-0.47594761487702
2004-04-01,3.07890649923253,2.4380159651304,3.93154886237338,-0.0768814520455598
2004-05-06,0.194768692123945,-1.15123839192544,2.50882132797613,-0.104021484594995
2004-06-03,-0.976150045170275,1.11451384014908,-2.83123403389344,0.345710621855608
2004-07-01,-0.396407825690653,-0.729734633233842,1.46241825959092,-0.580606525293843
2004-08-05,-0.101403602087711,NA,NA,NA
2004-09-02,0.520115162496192,0.233339040401306,1.86037874753891,0.245250513844524
2004-10-07,-0.099304695232852,-1.7770011249358,1.09349032079456,0.415976288317803
2004-11-04,-0.262399647341276,-0.772615939636777,1.13101815767366,-1.03084482895405
2004-12-02,-1.1880664560519,1.30720810193474,1.39711482523827,-0.175863329356495
2005-01-13,-0.288908440198687,0.0625449198028391,-6.51669673073482,-1.67631011973473
2005-02-03,-0.48787519145699,-0.317431324849275,-0.131584560698569,0.437402844036819
2005-03-03,-0.303338516836516,-0.671516121861726,-0.295851773126166,-0.784388130311514
2005-04-07,-0.165449509385168,0.115881945508605,-2.80944862278062,-1.252184305361
2005-05-04,-0.136608139935678,0.0850219851814349,1.01545831832614,1.5612574224857
2005-06-02,0.511726723583333,-0.698103833349225,2.4265493839136,-0.607647873637542
2005-07-07,-0.108253492006419,0.450707416530251,3.79168565792546,1.85371541410873
2005-08-04,-0.0923050546457449,NA,NA,NA
2005-09-01,-0.22341796029564,0.786706832236043,-2.80756392053859,-0.519054546454215
2005-10-06,-0.256342709775776,0.182921789614186,-0.222159166681957,-1.03500658309472
2005-11-03,-0.756682944521349,-0.755881750737681,1.24868286620504,-0.410075772600561
2005-12-01,-1.2536014200417,-0.681550660403723,-2.09668521812466,-0.150218225645237
2006-01-12,-0.365252366926999,-0.780457808618722,-2.31010594772075,-0.487366990936763
2006-02-02,-1.24564068570034,0.221155225462109,0.586624621335432,0.532072638079144
2006-03-02,-0.202098569169422,-0.602403354425001,5.41725886889429,3.00255830166786
2006-04-06,-0.598078071631648,-8.24815817542793,0.995709545740163,-0.840211084179884
2006-05-04,-2.03391842725675,0.985713054194059,0.235572161662791,0.272292146287663
2006-06-08,-1.07850868486123,-2.85364008534791,0.30864466413391,1.892292930964
2006-07-06,-1.62902738136167,2.57675330524728,0.29733993260831,-1.19717199427303
2006-08-03,0.516993503865898,0.260587709137769,3.10662794894937,0.26494334079711
2006-08-31,-0.300202625180411,0.470342612723944,1.69318988659048,-3.61862850968434
2006-10-05,-0.36750059016099,0.647458367176059,-0.400242415330997,-0.22249673376454
2006-11-02,-1.07962030086388,-0.0235853685051009,0.908735396342145,-0.16820128810754
2006-12-07,0.100844884867315,0.453694255754334,3.80442918914963,0.503890776347805
2007-01-11,-0.278843133953514,-2.72644095689508,-2.78919361279576,-0.10105920305175
2007-02-08,-0.879694602206966,-2.65667785677552,9.3591711232861,3.37516485238003
2007-03-08,-0.22360949753917,1.09866037322927,-0.460458159632376,-1.19537663046187
2007-04-12,-0.135264422931767,-0.459681166401844,0.68667744653725,0.790532698286325
2007-05-10,0.0403384473777653,0.379601522865636,-1.76610592619793,-0.565848498074615
2007-06-06,-0.278235033181924,0.536243699912251,-2.84208311166199,0.267373360733245
2007-07-05,-0.297496166047702,-0.131396720577742,0.869169870685851,0.370305200056221
2007-08-02,-0.450850463367582,NA,NA,NA
2007-09-06,-1.03027824415038,-3.69105272208501,0.824235405936275,-0.0756611844441406
2007-10-04,-1.00437099791205,1.13849852947408,-2.51997180870665,-1.09289109819688
